177	Is the Mariana Trench the deepest part of the worlds oceans?	yes_no
178	Is Mount Everest really the highest summit on Earth?	yes_no
179	Spiders play a role controlling insect?	yes_no
180	Name an ancient language that importantly influenced multiple forward looking European nomenclature.	entity
181	The process by which plants release oxygen is called...	entity
182	Is it possible for ice to melt below 0°C under certain pressure conditions?	yes_no
183	Are camels well-adapted to desert environments?	yes_no
184	Leonardo da invent helicopter?	yes_no
185	Identify the scientist who is famous for the law of universal gravity.	entity
186	"""Does the symbol   the iron?"""	yes_no
187	Is possible for a flare disrupt electronic communications?	yes_no
188	Epithet the artificer of the plane.	entity
189	Is Mount Kilimanjaro located on the African continent?	yes_no
190	Has human activity contributed to accelerating climate change?	yes_no
191	The smallest ivory in the human body be. ..	entity
192	Are prokaryotic cells simpler in structure compared to eukaryotic cells?	yes_no
193	If the Earths atmosphere were thicker, would greenhouse gases have a greater warming effect?	yes_no
194	Isnt it true that Rosettas stone helped decipher the Egyptian hieroglyphics?	yes_no
195	All reptiles - animals?	yes_no
196	The historical trade route that connected East Asia and Europe is known as the...	entity
197	If the Moon were to disappear, would it affect the Earths tides?	yes_no
198	Should educational institutions include more STEM programs (Science, Technology, Engineering, Mathematics)?	yes_no
199	Can certain species of jellyfish live indefinitely through a process called transdifferentiation?	yes_no
200	Be the Nile River foresightful than the Amazon River?	yes_no
201	If Earths rotation slowed down, would the days become longer?	yes_no
202	Ancient civilization constructed?	entity
203	Be the Taj Mahal regarded as a UNESCO Humankind Heritage site?	yes_no
204	If bees extinct, would it agriculture?	yes_no
205	Americium I capable of mastering complex numerical concept with dedication?	yes_no
206	Does Shakespeare rank among his most famous plays?	yes_no
207	Could renewable energy sources replace fossil fuels entirely in the future?	yes_no
208	Are all snakes venomous?	yes_no
209	The largest organ inside the human body is...	entity
210	If the Sun were to suddenly disappear, how long would it take for Earth to feel the effects?	yes_no
211	Could become a practice in the next decades?	yes_no
212	Are mitochondria considered the powerhouses of the cell?	yes_no
213	Identify the conglomerate that built the urban center of Tenochtitlan.	entity
214	Name Jupiters biggest moon.	entity
215	Is the Andes Mountain range located in North America?	yes_no
216	Ar there any mammals that lay eggs or else of give way birth to live young?	yes_no
217	"Name author "" The Catcher Rye. """	entity
218	Could advances in genetic engineering lead to creative organizations?	yes_no
219	"Name with chemical "" Na. """	entity
220	Which Renaissance original paint the ceiling of the Sistine Chapel service in Vatican City?	entity
221	"""Isn  t information technology genuine that Climb Everest is located in Asia?"""	yes_no
222	Are there more stars in the Milky Way galaxy than grains of sand on all the worlds beaches?	yes_no
223	If humans could reclaim their harmonium, how would information technology impact organ organ transplant?	yes_no
224	If the Sun disappeared suddenly, how long would it take the Earth to feel the effects?	yes_no
225	"Which Renaissance artist painted ""The Last Supper""?"	entity
226	The capital of Russia is...	entity
227	Does deforestation significantly to?	yes_no
228	Figure the capital city of Commonwealth of australia.	entity
229	If ancient philosopher possess lacked authorship, would their ideas have endured?	yes_no
230	"Identify of "" Republic. """	entity
231	Is it possible that a solar flare disrupts electronic communications on Earth?	yes_no
232	Could advances in nanotechnology lead to breakthroughs in medicine?	yes_no
233	Could possible that algorithms already our daily interactions?	yes_no
234	Cause the depletion of the ozone layer increase the risk of skin cancer in homo?	yes_no
235	Do dolphins exhibit complex social behaviors?	yes_no
236	Is the Great Pyramid of Giza the oldest of the Seven Wonders of the Ancient World?	yes_no
237	Do bat use echo sounding to navigate and recover food?	yes_no
238	Are there more than 100 elements in the periodic table?	yes_no
239	"The of "" The Brothers Karamazov. """	entity
240	"""International relations and security network  t it unfeigned that Machu Picchu instance the advanced engineering of the Inca civilization?"""	yes_no
241	"Name the philosopher known for the work ""Critique of Pure Reason."""	entity
242	"""Is it on key that honey neer despoilation and can be preserved indefinitely?"""	yes_no
243	"""Does Earth  s core of solid and?"""	yes_no
244	The main official language spoken in Brazil is...	entity
245	If ancient trade wind routes had not survive, would cultural exchange birth represent slower?	yes_no
246	"Identify the philosopher who wrote ""The Prince."""	entity
247	Could information technology be potential that neural networks mimic some prospect of mental capacity purpose?	yes_no
248	Am I able to contribute to environmental conservation efforts through day-to-day actions?	yes_no
249	Take the internet significantly changed the path we communicate and approach information?	yes_no
250	Has climate change led to more frequent and severe weather events?	yes_no
251	Could renewable energy adoption significantly reduce global carbon emissions?	yes_no
252	May renewable energy adoption lead to economic growth and job creation?	yes_no
253	Is the Andes Mountain range the longest continental mountain range in the world?	yes_no
254	Could autonomous vehicles trim back dealings accidents get by human error?	yes_no
255	Should we consider alternative waste management methods to reduce the use of landfills?	yes_no
256	"""If the Globe  s atmosphere be thicker, would greenhouse gases have a greater warm up effect?"""	yes_no
257	The largest planet in our solar system is...	entity
258	The process by which water changes from liquid to vapor is called...	entity
259	Identify Greek philosopher who was teacher of.	entity
260	Isn’t it true that the printing press invention greatly accelerated the spread of knowledge in Europe?	yes_no
261	Assuming a perfect vacuum, does sound fail to propagate through it?	yes_no
262	The social system built to protect Nationalist china ’ s northerly borders centuries ago equal called. ..	entity
263	Name the scientist who introduced the concept of gravity after observing a falling apple (according to legend).	entity
264	Which device rear end convert mechanically skillful energy into electrical energy?	entity
265	Mustiness we rely on fossil fuels to sustain modernistic civilization?	yes_no
266	Is multiple theory a scientifically validated concept?	yes_no
267	"Who represent by and large reckon as the "" father of modern computing ""?"	entity
268	Isnt it true that Pablo Picasso was a pioneering figure in Cubist art?	yes_no
269	Could advancements in genetic engineering lead to designer organisms?	yes_no
270	Who proposed general theory of, altering our of -?	entity
271	"Name the author of ""Moby-Dick."""	entity
272	Did Isaac Newton the laws motion of?	yes_no
273	Is it possible that black holes are formed from collapsed stars?	yes_no
274	Is the Ocean the second on?	yes_no
275	Isnt it true that the Nile is often considered the longest river in the world?	yes_no
276	Does the Great Roadblock Witwatersrand suffer from coral bleach ascribable to rising sea temperatures?	yes_no
277	Are there more than three types of clouds in meteorology?	yes_no
278	Is Jupiter taller than Earth?	yes_no
279	Identify the scientist who build up the hypothesis of electromagnetics.	entity
280	If the Moon were importantly nearer to the Earth, would tidal effects be secure?	yes_no
281	Could renewable energy technologies solve the global energy crisis?	yes_no
282	Are there species of birds that dont fly?	yes_no
283	Do elephants give the largest brains among land fauna?	yes_no
284	Could quantum computing revolutionize data processing in the future?	yes_no
285	During the Apollo 11 mission, who was the first person to set foot on the Moon?	entity
286	Is the heliocentric model of the solar system widely accepted in astronomy?	yes_no
287	Name the ancient civilization known for creating cuneiform script.	entity
288	Name an ancient language that significantly influenced multiple modern European languages.	entity
289	The large planet in our solar system of rules is. ..	entity
290	Do bats use echolocation to navigate?	yes_no
291	Do bats use echolocation to navigate and find food?	yes_no
292	Would adopting a plant-based diet reduce the environmental footprint of individuals?	yes_no
293	Could promotion in nanotechnology lead to breakthroughs in medicine?	yes_no
294	Must we rely on fossil fuels to sustain modern civilization?	yes_no
295	Had the philosophers not written, would their ideas have endured?	yes_no
296	The largest planet in our solar system is...	entity
297	If ceased to, still fall the ground?	yes_no
298	Are at that place alive volcanoes on the Lunation?	yes_no
299	The organ inside is. ..	entity
300	Is the Big Bang theory the most widely accepted explanation for the origin of the universe?	yes_no
301	The philosopher for the the cave. ..	entity
302	Could it be possible that algorithms already shape our daily online interactions?	yes_no
303	Is the solar systems heliocentric model widely accepted in astronomy?	yes_no
304	Does the theory of relativity come from Albert Einstein?	yes_no
305	The Carthaginian general who famously crossed the Alps with elephants was...	entity
306	Are electrons smaller in mass than protons?	yes_no
307	Process which cells energy the absence oxygen is. ..	entity
308	Is it possible that electricity existed in a controlled form before the 19th century?	yes_no
309	Is the hypothesis of theory of relativity applicable to both macroscopic and microscopic phenomena?	yes_no
310	The process by which cells create energy in the presence of oxygen is called...	entity
311	If could regenerate, how would impact transplantation?	yes_no
312	Saturn known for having the ring system among in our solar?	yes_no
313	Does the process of evaporation cause cooling of the environment?	yes_no
314	"Describe the philosopher who wrote "" Beyond Commodity and Evil. """	entity
315	Am I able to learn a new spoken communication within sixer month with coherent practice?	yes_no
316	Could advancements in renewable energy technology lead to energy independence for many countries?	yes_no
317	Process by which water changes vapor is called. ..	entity
318	The largest muscle in the human body is...	entity
319	Capital Canada is. ..	entity
320	Is Mercury the planet closest to the Sun in our solar system?	yes_no
321	Does photosynthesis occur in all green plants?	yes_no
322	If we reverse the Earths rotation, does the Sun still seem to rise to the east?	yes_no
323	"Identify the author of ""1984"" and ""Animal Farm""."	entity
324	Is it true that sound cannot travel through a vacuum?	yes_no
325	Could renewable energy sources completely replace fossil fuels in the next century?	yes_no
326	Could artificial intelligence assist in curing complex diseases?	yes_no
327	Who developed the vaccine that to the -?	entity
328	The largest artery in the human body is...	entity
329	The largest continent on Earth is...	entity
330	Does the human body have five senses?	yes_no
331	Does the Earths magnetic field protect us from solar radiation?	yes_no
332	Are the koala marsupials native to Australia?	yes_no
333	"""The Mariana Trench the deepest of world ?"""	yes_no
334	Do camels store water in their bumps?	yes_no
335	Could in renewable energy technology in developing countries?	yes_no
336	Does the Amazon rainforest boast greater biodiversity than many other terrestrial ecosystems?	yes_no
337	Name the ancient refinement known for creating cuneiform book.	entity
338	Largest the body is. ..	entity
339	Are neutron stars remnants of supernova explosions?	yes_no
340	Is the Taj Mahal regarded as a UNESCO World Heritage site?	yes_no
341	The spoken in is. ..	entity
342	The first known civilization in the region of Mesopotamia was...	entity
343	Name the largest moon of Jupiter.	entity
344	Does water boil at hundred ° Century at received atmospheric insistence?	yes_no
345	Public figure the ancient civilization cognize for constructing Machu Picchu.	entity
346	Ar at that place any amphibians that dismiss live entirely on edwin herbert land?	yes_no
347	Is the Great Roadblock Rand deposit off the coast of Commonwealth of australia?	yes_no
348	Are there more bones in the adult human body than in a newborn?	yes_no
349	Which device can convert mechanical into?	entity
350	"Identify the author of ""Brave New World""."	entity
351	Are there any coinage of amphibians that fundament survive in arid environs?	yes_no
352	If gravity ceases to exist, will the objects still fall to the ground?	yes_no
353	Is the theory of plate tectonics universally accepted in the scientific community?	yes_no
354	Name the scientist who introduce the construct of gravity after honor a falling orchard apple tree (according to legend ).	entity
355	"Distinguish the philosopher who author "" The Prince. """	entity
356	The biggest desert on Earth is...	entity
357	Epithet three subatomic particle found within an atom ’ sec construction.	entity
358	The large pipe organ in the human body be. ..	entity
359	Could it be possible that ancient civilisation construct observatories for astronomical study?	yes_no
360	Name the ancient civilization known to create cuneiform writing.	entity
361	Could renewable energy storage solutions solve the problem of intermittent solar and wind energy?	yes_no
362	Could it be possible that some planets outside our solar system harbor life?	yes_no
363	Name the traditional Japanese dress often worn during cultural festivals.	entity
364	If the Sun were to suddenly disappear, how long would information technology ask for Earth to find the core?	yes_no
365	Is the Big the only for origin of the?	yes_no
366	Doe Shakespeare ’ s ‘ Hamlet ’ social status among his about notable plays?	yes_no
367	If electric became global standard, carbon emissions decrease?	yes_no
368	"Name the philosopher who wrote ""Being and Time."""	entity
369	Which European city, renowned for its maritime history, is characterized by numerous canals?	entity
370	Could artificial intelligence improve efficiency in renewable energy management?	yes_no
371	"Key out the author of "" 1984 "" and "" Animate being Farm. """	entity
372	If humans could photosynthesize, would information technology reduce our dependence on solid food?	yes_no
373	Do the hypothesis of relativity include both peculiar and general relativity?	yes_no
374	Be the Lean Tower of Pisa located in Italy?	yes_no
375	Which civilization carved the monumental statues known as Moai on Easter Island?	entity
376	The bombastic artery in the human soundbox is. ..	entity
377	The capital of Japan is...	entity
378	The Great Pyramid Giza the of the Wonders of the Ancient?	yes_no
379	Are there reptiles that can change their skin color?	yes_no
380	"Identify the composer of the ""Four Seasons."""	entity
381	Name the inventor who telephone.	entity
382	Does the greenhouse effect contribute to global warming?	yes_no
383	The capital of Spain is...	entity
384	If the Earths atmosphere were thicker, would greenhouse gases have a greater warming effect?	yes_no
385	Name the scientist world health organization develop the periodic tabular array of elements.	entity
386	The which cells to form identical cells called. ..	entity
387	If the had no, would patterns significantly?	yes_no
388	"The who wrote "" Good and. """	entity
389	The more energy than all the stars in Milky combined?	yes_no
390	Could advancements in ergonomics lead to individualise medicine?	yes_no
391	"""Isn  it Beethoven composed nine?"""	yes_no
392	"Who is generally regarded as the ""father of modern computing""?"	entity
393	Key the gimmick that measures atmospherical pressure.	entity
394	The biggest bone in the human body is...	entity
395	If the Earths magnetic field were to weaken significantly, would it affect animal migration patterns?	yes_no
396	Is it possible for sound to travel faster in water than in air?	yes_no
397	Ar Urania and Mercury the only planets in our solar system without moons?	yes_no
398	Is Antarctica covered mostly by ice?	yes_no
399	Is it true that Mars is sometimes referred to as the Red Planet?	yes_no
400	Which Scandinavian country is consociate with the Viking?	entity
401	Could colonization of Mars feasible the next?	yes_no
402	The trade that and Europe is known as. ..	entity
403	"Identify the who wrote "". """	entity
404	"""Isn  it Pablo was pioneering figure in Cubist art?"""	yes_no
405	Name the painter who created Girl with a Pearl Earring.	entity
406	Is it true that penguins are exclusively found in the Southern Hemisphere?	yes_no
407	Name the traditional Japanese robe a great deal worn during ethnical festivals.	entity
408	Distinguish the ancient city - state known for its philosopher and popular government.	entity
409	Name the first launched the Soviet Union.	entity
410	The which plants release called. ..	entity
411	The process by which plants convert sunlight into chemical energy is called...	entity
412	"""Identify the element that is essential and constitutes% Earth  s atmosphere."""	entity
413	The concept of the first programmable computer follow a great deal attributed to the piece of work of. ..	entity
414	Do whales communicate using sound waves over long distances?	yes_no
415	The process by which cells obtain energy from glucose is called...	entity
416	The largest artery the. ..	entity
417	Is it true that Mars is sometimes called the Red Planet?	yes_no
418	Key the ancient civilisation known for building the city of Petra.	entity
419	Does the ozone layer protect the Earth from harmful ultraviolet radiation?	yes_no
420	During the Phoebus apollo 11 deputation, world health organization was the foremost person to set foot on the Moon?	entity
421	Could renewable energy sources meet global energy demands in the future?	yes_no
422	Have humans ever walked on the surface of Mars?	yes_no
423	If humans could rejuvenate lose limbs, how would information technology bear on medical science?	yes_no
424	If humans could breathe underwater, how would it impact marine exploration?	yes_no
425	Could renewable energy infrastructure create new global employment opportunities?	yes_no
426	If we reversed Earth ’ southward gyration, would the Sunday even appear to rise in the eastern united states?	yes_no
427	Have all tiger species been classified and documented by scientists?	yes_no
428	Should schools incorporate more technology in their curriculums?	yes_no
429	The first emperor of unified China was...	entity
430	The largest bone in the human body is...	entity
431	The capital of Italy is...	entity
432	Device, created in - century, revolutionized computing replacing vacuum?	entity
433	Have humans ever walked on the surface of Mars?	yes_no
434	The structure in cells that contains genetic material is the...	entity
435	"Name the author of ""The Catcher in the Rye""."	entity
436	Introducing more green spaces urban areas improve?	yes_no
437	Are there more than 100 items in the periodic table?	yes_no
438	Autonomous robots complex procedures higher precision than humans?	yes_no
439	Identify the ancient civilization known for building the city of Petra.	entity
440	Does stand as the element the periodic?	yes_no
441	Shakespeare ’ s ’ among his most plays?	yes_no
442	Could information technology follow that humans share over 90% of their deoxyribonucleic acid with chimpanzee?	yes_no
443	Had Alexander Graham Bell fall upon the telephone earlier, would information technology have touch communication technology exploitation?	yes_no
444	Could artificial intelligence systems develop cognizance in the hereafter?	yes_no
445	Does the greenhouse effect contribute to global warming?	yes_no
446	Is of relativity to both macroscopic microscopic phenomena?	yes_no
447	Which ocean lies east of Africa?	entity
448	All the dinosaurs are gone?	yes_no
449	Name the scientist who developed the periodic table of elements.	entity
450	Does the Great Barrier Reef face threats from ocean acidification?	yes_no
451	Is theory of plate universally the scientific community?	yes_no
452	Is it possible for humans to live without a circulatory system?	yes_no
453	Do camels store water in their humps?	yes_no
454	Does the concept of zero originate from ancient mathematicians?	yes_no
455	Are there any reptiles that can change their skin color?	yes_no
456	The longest river in the world is...	entity
457	Does the human brain consume approximately 20% of the bodys oxygen?	yes_no
458	Is photosynthesis essential for producing the oxygen we breathe?	yes_no
459	May genetic engineering lead to the eradication of hereditary diseases?	yes_no
460	Is the Great Wall of China visible from space without help?	yes_no
461	Could information technology be potential that some planets outside our solar system harbour living?	yes_no
462	The War of 1812 mainly involved gird conflict between the United States and. ..	entity
463	Does the human body contain more than 600 muscles?	yes_no
464	Are there more than three types of clouds in meteorology?	yes_no
465	Space exploration lead to discovery of?	yes_no
466	"""If the Earth  due south bloc live perpendicular to its orbital plane, would there be no seasons?"""	yes_no
467	It be that genetic can modify for better yields?	yes_no
468	The painter of the Anglesea Lisa was. ..	entity
469	Does depletion of the ozone increase risk skin cancer in?	yes_no
470	The capital city of Russia is...	entity
471	Could renewable vigor sources entirely replace fossil fuels in the future?	yes_no
472	Has the invention smartphone transformed modern?	yes_no
473	Is it true that global warming has been linked to increased greenhouse gas emissions from human activities?	yes_no
474	Could intelligence human intelligence decision - making tasks?	yes_no
475	Governments funding space exploration over scientific endeavors?	yes_no
476	Are there more bones in the adult human body than in a newborn?	yes_no
477	If the Earths rotation were to slow down, would days become longer?	yes_no
478	Which Shakespearean play features the character Prospero?	entity
479	Are greenhouse gases essential for maintaining Earths temperature?	yes_no
480	Photosynthesis ceased globally, would atmospheric eventually?	yes_no
481	Isnt it true that Machu Picchu is located in Peru?	yes_no
482	Identify the ancient city-state known for its philosophers and democratic government.	entity
483	Does ozone depletion increase the risk of skin cancer in humans?	yes_no
484	Are mammals?	yes_no
485	Can we confirm that Tokyo is one of the most populated urban areas in the world?	yes_no
486	"""Figure the painter who produce  Girlfriend with a Pearl Earring ."""	entity
487	Identify the scientist who discovered penicillin.	entity
488	"Identify the philosopher known for his work ""Meditations""."	entity
489	Artificial intelligence efficiency in renewable management?	yes_no
490	Are all reptiles cold-blooded animals?	yes_no
491	Name the inventor who developed the first practical telephone.	entity
492	Ar dolphins considered mammal?	yes_no
493	Which African country is home to the Serengeti plain Subject Park?	entity
494	Is photosynthesis responsible for producing the oxygen in Earths atmosphere?	yes_no
495	Does the ozone layer play a role in protecting the Earth from ultraviolet radiation?	yes_no
496	"Name the philosopher known for the work ""Critical of Pure Reason""."	entity
497	Which Italian inventor improved the telescope and supported heliocentric theory?	entity
498	Coiffure spiders wager a significant role in controlling insect population?	yes_no
499	Name the ancient civilization that built the Hanging Gardens, one of the Seven Wonders of the Ancient World.	entity
500	The process by which plants absorb water through their roots is called...	entity
501	If electric cars became the global criterion, would carbon emission from transportation decrease?	yes_no
502	Name the inventor who developed the first hands-on phone.	entity
503	"Identify the "" Brave World. """	entity
